GenomeID	Assembly	Organism_Name	Domain	Phylum	Tandem_repeat_percentage
GCF_000696345	GCA_000696345.2	Pseudomonas donghuensis	Bacteria	Proteobacteria	1.102145
GCF_000696675	GCA_000696675.2	Rhodococcus erythropolis R138	Bacteria	Terrabacteria group	1.088032
GCF_000697965	GCA_000697965.2	Ensifer adhaerens	Bacteria	Proteobacteria	1.237882
GCF_000698785	GCA_000698785.1	Nitrososphaera viennensis EN76	Archaea	TACK group	1.566757
GCF_000699505	GCA_000699505.1	Rhodoluna lacicola	Bacteria	Terrabacteria group	1.185185
GCF_000706765	GCA_000706765.1	Bifidobacterium indicum LMG 11587 = DSM 20214	Bacteria	Terrabacteria group	1.837672
GCF_000709415	GCA_000709415.1	Staphylococcus xylosus	Bacteria	Terrabacteria group	1.173614
GCF_000709555	GCA_000709555.1	Candidatus Walczuchella monophlebidarum	Bacteria	FCB group	0.7575758
GCF_000723165	GCA_000723165.1	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	Bacteria	Proteobacteria	1.704773
GCF_000723465	GCA_000723465.1	Ruminococcus bicirculans	Bacteria	Terrabacteria group	1.900418
GCF_000724605	GCA_000724605.1	Actinotignum schaalii	Bacteria	Terrabacteria group	1.951508
GCF_000724625	GCA_000724625.1	Fimbriimonas ginsengisoli Gsoil 348	Bacteria	Terrabacteria group	2.277657
GCF_000724775	GCA_000724775.3	Lysinibacillus fusiformis	Bacteria	Terrabacteria group	1.422631
GCF_000725365	GCA_000725365.1	Terribacillus goriensis	Bacteria	Terrabacteria group	1.125866
GCF_000725405	GCA_000725405.1	Dermacoccus nishinomiyaensis	Bacteria	Terrabacteria group	0.9022556
GCF_000725425	GCA_000725425.1	Palaeococcus pacificus DY20341	Archaea	Euryarchaeota	1.172871
GCF_000730165	GCA_000730165.2	Nitrospirillum amazonense CBAmc	Bacteria	Proteobacteria	1.800165
GCF_000730285	GCA_000730285.1	Candidatus Nitrososphaera evergladensis SR1	Archaea	TACK group	1.671225
GCF_000730385	GCA_000730385.1	Alteromonas australica	Bacteria	Proteobacteria	1.376652
GCF_000731315	GCA_000731315.1	Neorhizobium galegae bv. orientalis str. HAMBI 540	Bacteria	Proteobacteria	0.995355
GCF_000732925	GCA_000732925.1	Amycolatopsis japonica	Bacteria	Terrabacteria group	1.490757
GCF_000732945	GCA_000732945.1	Corynebacterium atypicum	Bacteria	Terrabacteria group	1.748971
GCF_000733715	GCA_000733715.2	Pseudomonas mendocina S5.2	Bacteria	Proteobacteria	1.089588
GCF_000734015	GCA_000734015.1	Thermodesulfobacterium commune DSM 2178	Bacteria	Thermodesulfobacteria	1.411765
GCF_000734035	GCA_000734035.1	Archaeoglobus fulgidus DSM 8774	Archaea	Euryarchaeota	1.569243
GCF_000736415	GCA_000736415.1	Campylobacter iguaniorum	Bacteria	Proteobacteria	0.7865169
GCF_000737325	GCA_000737325.2	Sandaracinus amylolyticus	Bacteria	Proteobacteria	4.776507
GCF_000737865	GCA_000737865.1	Bifidobacterium coryneforme	Bacteria	Terrabacteria group	1.889645
GCF_000738435	GCA_000738435.1	Planktomarina temperata RCA23	Bacteria	Proteobacteria	1.149803
GCF_000739065	GCA_000739065.1	Methanocaldococcus bathoardescens	Archaea	Euryarchaeota	2.355072
GCF_000739435	GCA_000739435.1	Actinobacillus suis ATCC 33415	Bacteria	Proteobacteria	1.925661
GCF_000740965	GCA_000740965.1	Pectobacterium atrosepticum	Bacteria	Proteobacteria	1.057471
GCF_000741005	GCA_000741005.1	Borreliella afzelii Tom3107	Bacteria	Spirochaetes	1.222222
GCF_000742835	GCA_000742835.1	Candidatus Paracaedibacter acanthamoebae	Bacteria	Proteobacteria	2.975909
GCF_000743945	GCA_000743945.1	Basilea psittacipulmonis DSM 24701	Bacteria	Proteobacteria	1.806854
GCF_000746025	GCA_000746025.2	Thermanaerosceptrum fracticalcis	Bacteria	Terrabacteria group	1.375894
GCF_000747315	GCA_000747315.1	Corynebacterium ureicelerivorans	Bacteria	Terrabacteria group	0.9057971
GCF_000755145	GCA_000755145.1	Treponema putidum	Bacteria	Spirochaetes	2.212389
GCF_000755585	GCA_000755585.2	Arthrobacter alpinus	Bacteria	Terrabacteria group	1.56128
GCF_000756125	GCA_000756125.1	Burkholderia pseudomallei	Bacteria	Proteobacteria	1.633272
GCF_000756505	GCA_000756505.1	Ornithobacterium rhinotracheale ORT-UMN 88	Bacteria	FCB group	1.080108
GCF_000756615	GCA_000756615.1	Paenibacillus durus	Bacteria	Terrabacteria group	1.602935
GCF_000757795	GCA_000757795.1	Methylobacterium oryzae CBMB20	Bacteria	Proteobacteria	1.323792
GCF_000758665	GCA_000758665.1	Paenibacillus borealis	Bacteria	Terrabacteria group	2.088929
GCF_000758685	GCA_000758685.1	Paenibacillus stellifer	Bacteria	Terrabacteria group	1.395631
GCF_000758705	GCA_000758705.1	Paenibacillus graminis	Bacteria	Terrabacteria group	2.35786
GCF_000758725	GCA_000758725.1	Paenibacillus odorifer	Bacteria	Terrabacteria group	2.283342
GCF_000761155	GCA_000761155.1	Pseudomonas rhizosphaerae	Bacteria	Proteobacteria	1.357689
GCF_000763515	GCA_000763515.1	Listeria ivanovii subsp. ivanovii	Bacteria	Terrabacteria group	2.486289
GCF_000763575	GCA_000763575.1	Thermoanaerobacter kivui	Bacteria	Terrabacteria group	0.8429459
GCF_000764535	GCA_000764535.1	Sphingomonas taxi	Bacteria	Proteobacteria	0.6615215
GCF_000767055	GCA_000767055.1	Corynebacterium doosanense CAU 212 = DSM 45436	Bacteria	Terrabacteria group	1.204336
GCF_000767465	GCA_000767465.1	Novosphingobium pentaromativorans US6-1	Bacteria	Proteobacteria	0.6327822
GCF_000769555	GCA_000769555.1	Bacillus velezensis	Bacteria	Terrabacteria group	1.463544
GCF_000769635	GCA_000769635.1	Corynebacterium ulcerans	Bacteria	Terrabacteria group	1.734646
GCF_000769655	GCA_000769655.1	Thermococcus eurythermalis	Archaea	Euryarchaeota	1.42539
GCF_000770115	GCA_000770115.2	Vibrio harveyi	Bacteria	Proteobacteria	1.09405
GCF_000770155	GCA_000770155.1	Enterobacter cloacae	Bacteria	Proteobacteria	0.7244736
GCF_000772105	GCA_000772105.1	Vibrio tubiashii ATCC 19109	Bacteria	Proteobacteria	1.454252
GCF_000785105	GCA_000785105.2	Lentilactobacillus curieae	Bacteria	Terrabacteria group	0.8221994
GCF_000785495	GCA_000785495.1	Pimelobacter simplex	Bacteria	Terrabacteria group	1.435842
GCF_000785705	GCA_000785705.2	Methylomonas denitrificans	Bacteria	Proteobacteria	1.583514
GCF_000788395	GCA_000788395.1	Pseudoalteromonas piratica	Bacteria	Proteobacteria	1.812191
GCF_000800395	GCA_000800395.1	Deinococcus radiopugnans	Bacteria	Terrabacteria group	1.689708
GCF_000800805	GCA_000800805.1	Candidatus Methanoplasma termitum	Archaea	Candidatus Thermoplasmatota	3.478261
GCF_000801145	GCA_000801145.1	Actinobacillus equuli subsp. equuli	Bacteria	Proteobacteria	1.745521
GCF_000801295	GCA_000801295.1	endosymbiont of unidentified scaly snail isolate Monju	Bacteria	Proteobacteria	1.67382
GCF_000802245	GCA_000802245.2	Streptomyces pluripotens	Bacteria	Terrabacteria group	1.276314
GCF_000803625	GCA_000803625.1	Candidatus Nanosynbacter lyticus	Bacteria	Bacteria incertae sedis	1.011561
GCF_000803645	GCA_000803645.1	Sphingopyxis fribergensis	Bacteria	Proteobacteria	0.7172996
GCF_000807275	GCA_000807275.1	Frischella perrara	Bacteria	Proteobacteria	1.416819
GCF_000807675	GCA_000807675.2	Eubacterium limosum	Bacteria	Terrabacteria group	1.95884
GCF_000807775	GCA_000807775.2	Pandoraea fibrosis	Bacteria	Proteobacteria	1.127349
GCF_000812185	GCA_000812185.1	Candidatus Nitrosopelagicus brevis	Archaea	TACK group	2.130584
GCF_000812665	GCA_000812665.2	Falsihalocynthiibacter arcticus	Bacteria	Proteobacteria	0.9848485
GCF_000813245	GCA_000813245.1	Thermofilum adornatus 1505	Archaea	TACK group	1.178361
GCF_000814825	GCA_000814825.1	Berryella intestinalis	Bacteria	Terrabacteria group	2.201835
GCF_000815025	GCA_000815025.1	Coxiella endosymbiont of Amblyomma americanum	Bacteria	Proteobacteria	0.5376344
GCF_000815105	GCA_000815105.2	Pandoraea pulmonicola	Bacteria	Proteobacteria	2.270867
GCF_000815225	GCA_000815225.1	Allofrancisella guangzhouensis	Bacteria	Proteobacteria	2.557201
GCF_000816085	GCA_000816085.1	Staphylococcus hyicus	Bacteria	Terrabacteria group	1.101807
GCF_000816105	GCA_000816105.1	Thermococcus guaymasensis DSM 11113	Archaea	Euryarchaeota	1.600388
GCF_000816185	GCA_000816185.1	Campylobacter insulaenigrae NCTC 12927	Bacteria	Proteobacteria	0.8316008
GCF_000816305	GCA_000816305.1	Campylobacter subantarcticus LMG 24377	Bacteria	Proteobacteria	0.9809264
GCF_000816845	GCA_000816845.1	Rhizobium gallicum bv. gallicum R602sp	Bacteria	Proteobacteria	0.8948885
GCF_000817955	GCA_000817955.1	Geobacter pickeringii	Bacteria	Proteobacteria	2.347128
GCF_000818095	GCA_000818095.1	Jeotgalibacillus malaysiensis	Bacteria	Terrabacteria group	1.679678
GCF_000819565	GCA_000819565.1	Celeribacter indicus	Bacteria	Proteobacteria	1.005446
GCF_000826835	GCA_000826835.2	Phaeobacter piscinae	Bacteria	Proteobacteria	1.088332
GCF_000827125	GCA_000827125.1	Geoalkalibacter subterraneus	Bacteria	Proteobacteria	2.062754
GCF_000828475	GCA_000828475.1	Methyloceanibacter caenitepidi	Bacteria	Proteobacteria	1.691199
GCF_000828515	GCA_000828515.1	Candidatus Ishikawaella capsulata Mpkobe	Bacteria	Proteobacteria	1.023891
GCF_000828615	GCA_000828615.1	Thiolapillus brandeum	Bacteria	Proteobacteria	2.334363
GCF_000828635	GCA_000828635.1	Sulfuritalea hydrogenivorans sk43H	Bacteria	Proteobacteria	1.799486
GCF_000828655	GCA_000828655.1	Thermotoga caldifontis AZM44c09	Bacteria	Thermotogae	1.150628
GCF_000828675	GCA_000828675.1	Thermotoga profunda AZM34c06	Bacteria	Thermotogae	1.506317
GCF_000828855	GCA_000828855.1	Metamycoplasma canadense	Bacteria	Terrabacteria group	1.679104
GCF_000828895	GCA_000828895.1	Serpentinimonas raichei	Bacteria	Proteobacteria	0.7874016
GCF_000828915	GCA_000828915.1	Serpentinimonas maccroryi	Bacteria	Proteobacteria	0.821089
GCF_000829055	GCA_000829055.1	Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393	Bacteria	Terrabacteria group	1.190934
GCF_000829235	GCA_000829235.1	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	Bacteria	Terrabacteria group	1.770452
GCF_000829315	GCA_000829315.1	Wolbachia endosymbiont of Cimex lectularius	Bacteria	Proteobacteria	2.199817
GCF_000829395	GCA_000829395.1	Paucilactobacillus hokkaidonensis JCM 18461	Bacteria	Terrabacteria group	1.208054
GCF_000830005	GCA_000830005.1	Streptomyces vietnamensis	Bacteria	Terrabacteria group	1.976033
GCF_000830905	GCA_000830905.1	Dehalococcoides mccartyi CG4	Bacteria	Terrabacteria group	1.451379
GCF_000830985	GCA_000830985.1	Marinobacter similis	Bacteria	Proteobacteria	0.8341354
GCF_000831645	GCA_000831645.3	Companilactobacillus heilongjiangensis	Bacteria	Terrabacteria group	1.467505
GCF_000832905	GCA_000832905.1	Weizmannia coagulans DSM 1 = ATCC 7050	Bacteria	Terrabacteria group	1.166278
GCF_000833025	GCA_000833025.1	Myroides profundi	Bacteria	FCB group	1.770923
GCF_000833575	GCA_000833575.1	Corynebacterium singulare	Bacteria	Terrabacteria group	1.458991
GCF_000834295	GCA_000834295.1	Yersinia pseudotuberculosis IP 32953	Bacteria	Proteobacteria	1.572868
GCF_000834395	GCA_000834395.1	Yersinia aldovae 670-83	Bacteria	Proteobacteria	1.220462
GCF_000834455	GCA_000834455.1	Yersinia rohdei	Bacteria	Proteobacteria	1.077877
GCF_000835165	GCA_000835165.1	Corynebacterium marinum DSM 44953	Bacteria	Terrabacteria group	1.469988
GCF_000875755	GCA_000875755.1	Mycoplasma yeatsii GM274B	Bacteria	Terrabacteria group	6.51289
GCF_000875775	GCA_000875775.1	Nitrosopumilus piranensis	Archaea	TACK group	2.660333
GCF_000931575	GCA_000931575.1	Haemophilus influenzae	Bacteria	Proteobacteria	1.4068
GCF_000934545	GCA_000934545.1	Rugosibacter aromaticivorans	Bacteria	Proteobacteria	1.129093
GCF_000934565	GCA_000934565.1	Pseudomonas simiae	Bacteria	Proteobacteria	1.234792
GCF_000934605	GCA_000934605.2	Pandoraea vervacti	Bacteria	Proteobacteria	1.356427
GCF_000935025	GCA_000935025.1	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	0.817953
GCF_000940805	GCA_000940805.1	Gynuella sunshinyii YC6258	Bacteria	Proteobacteria	1.998824
GCF_000940995	GCA_000940995.1	Photobacterium gaetbulicola Gung47	Bacteria	Proteobacteria	1.071004
GCF_000941055	GCA_000941055.1	Siansivirga zeaxanthinifaciens CC-SAMT-1	Bacteria	FCB group	2.18325
GCF_000943515	GCA_000943515.2	Amycolatopsis orientalis	Bacteria	Terrabacteria group	1.74237
GCF_000950575	GCA_000950575.1	Psychromicrobium lacuslunae	Bacteria	Terrabacteria group	1.530925
GCF_000953015	GCA_000953015.1	Candidatus Methylopumilus turicensis	Bacteria	Proteobacteria	1.064459
GCF_000953135	GCA_000953135.1	Legionella fallonii LLAP-10	Bacteria	Proteobacteria	2.944444
GCF_000953635	GCA_000953635.1	Tatlockia micdadei	Bacteria	Proteobacteria	2.012712
GCF_000953655	GCA_000953655.1	Legionella hackeliae	Bacteria	Proteobacteria	1.699902
GCF_000954135	GCA_000954135.2	Ralstonia mannitolilytica	Bacteria	Proteobacteria	1.078749
GCF_000955905	GCA_000955905.3	Candidatus Nitrosotenuis cloacae	Archaea	TACK group	2.679528
GCF_000956175	GCA_000956175.1	Nitrosopumilus adriaticus	Archaea	TACK group	3.693444
GCF_000959365	GCA_000959365.1	Burkholderia oklahomensis C6786	Bacteria	Proteobacteria	1.231325
GCF_000959505	GCA_000959505.1	Burkholderia dolosa AU0158	Bacteria	Proteobacteria	1.4377
GCF_000960975	GCA_000960975.1	Martelella endophytica	Bacteria	Proteobacteria	1.033532
GCF_000961095	GCA_000961095.1	Paenibacillus beijingensis	Bacteria	Terrabacteria group	1.274933
GCF_000961215	GCA_000961215.1	Xanthomonas citri pv. citri	Bacteria	Proteobacteria	1.255924
GCF_000961515	GCA_000961515.1	Paraburkholderia fungorum	Bacteria	Proteobacteria	1.189271
GCF_000963865	GCA_000963865.1	Muricauda lutaonensis	Bacteria	FCB group	2.192243
GCF_000967305	GCA_000967305.2	Alcaligenes faecalis	Bacteria	Proteobacteria	0.9559214
GCF_000967425	GCA_000967425.1	Pseudorhizobium banfieldiae	Bacteria	Proteobacteria	0.9317494
GCF_000967915	GCA_000967915.1	Paracholeplasma brassicae	Bacteria	Terrabacteria group	1.203369
GCF_000968055	GCA_000968055.1	Alteracholeplasma palmae J233	Bacteria	Terrabacteria group	1.625442
GCF_000968175	GCA_000968175.1	Xenorhabdus poinarii G6	Bacteria	Proteobacteria	0.8264463
GCF_000968195	GCA_000968195.1	Xenorhabdus doucetiae	Bacteria	Proteobacteria	1.583645
GCF_000968375	GCA_000968375.1	Clostridium scatologenes	Bacteria	Terrabacteria group	1.735016
GCF_000968535	GCA_000968535.1	Methylotuvimicrobium alcaliphilum 20Z	Bacteria	Proteobacteria	2.126025
GCF_000969885	GCA_000969885.1	Methanosarcina thermophila TM-1	Archaea	Euryarchaeota	4.080091
GCF_000969905	GCA_000969905.1	Methanosarcina vacuolata Z-761	Archaea	Euryarchaeota	6.488659
GCF_000970065	GCA_000970065.1	Methanosarcina barkeri 227	Archaea	Euryarchaeota	5.280047
GCF_000970085	GCA_000970085.1	Methanosarcina siciliae T4/M	Archaea	Euryarchaeota	5.783866
GCF_000970265	GCA_000970265.1	Methanosarcina lacustris Z-7289	Archaea	Euryarchaeota	4.407627
GCF_000970285	GCA_000970285.1	Methanosarcina horonobensis HB-1 = JCM 15518	Archaea	Euryarchaeota	4.561739
GCF_000971765	GCA_000971765.1	Candidatus Pantoea carbekii	Bacteria	Proteobacteria	0.3816794
GCF_000972785	GCA_000972785.3	Pandoraea oxalativorans	Bacteria	Proteobacteria	1.3957
GCF_000973085	GCA_000973085.1	Sneathia vaginalis	Bacteria	Fusobacteria	1.202887
GCF_000973105	GCA_000973105.1	Zobellia galactanivorans	Bacteria	FCB group	2.193578
GCF_000973505	GCA_000973505.1	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	Bacteria	Proteobacteria	1.048951
GCF_000973545	GCA_000973545.1	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	Bacteria	Proteobacteria	0.5244755
GCF_000973625	GCA_000973625.1	Polynucleobacter duraquae	Bacteria	Proteobacteria	1.282051
GCF_000973725	GCA_000973725.1	Pontibacter korlensis	Bacteria	FCB group	2.040369
GCF_000974425	GCA_000974425.1	Spirosoma radiotolerans	Bacteria	FCB group	2.273528
GCF_000974685	GCA_000974685.2	Ferriphaselus amnicola	Bacteria	Proteobacteria	1.75644
GCF_000975265	GCA_000975265.2	Mycobacterium lepromatosis	Bacteria	Terrabacteria group	0.6779661
GCF_000980815	GCA_000980815.1	Corynebacterium camporealensis	Bacteria	Terrabacteria group	1.1883
GCF_000980835	GCA_000980835.1	Corynebacterium kutscheri	Bacteria	Terrabacteria group	1.894317
GCF_000981585	GCA_000981585.1	Paenibacillus riograndensis SBR5	Bacteria	Terrabacteria group	2.069283
GCF_000981765	GCA_000981765.1	Kangiella geojedonensis	Bacteria	Proteobacteria	1.745748
GCF_000987835	GCA_000987835.1	Sulfurovum lithotrophicum	Bacteria	Proteobacteria	1.542056
GCF_000988065	GCA_000988065.1	Mycoplasmopsis canis	Bacteria	Terrabacteria group	1.265823
GCF_000988745	GCA_000988745.3	Moraxella bovoculi	Bacteria	Proteobacteria	1.538462
GCF_000993785	GCA_000993785.3	Streptomyces xiamenensis	Bacteria	Terrabacteria group	1.372011
GCF_000993805	GCA_000993805.1	Infirmifilum uzonense	Archaea	TACK group	0.7642563
GCF_001005905	GCA_001005905.1	Salinicoccus halodurans	Bacteria	Terrabacteria group	0.9955752
GCF_001006005	GCA_001006005.1	Serratia fonticola	Bacteria	Proteobacteria	1.191391
GCF_001006045	GCA_001006045.1	Geoglobus ahangari	Archaea	Euryarchaeota	1.456554
GCF_001007875	GCA_001007875.1	Sedimenticola thiotaurini	Bacteria	Proteobacteria	1.363383
GCF_001007935	GCA_001007935.1	Nitrosomonas communis	Bacteria	Proteobacteria	1.369863
GCF_001007995	GCA_001007995.1	Deinococcus soli (ex Cha et al. 2016)	Bacteria	Terrabacteria group	1.530446
GCF_001008165	GCA_001008165.2	Croceibacterium atlanticum	Bacteria	Proteobacteria	0.7585335
GCF_001010285	GCA_001010285.1	Photorhabdus thracensis	Bacteria	Proteobacteria	1.43575
GCF_001013905	GCA_001013905.1	Streptomyces leeuwenhoekii	Bacteria	Terrabacteria group	1.650165
GCF_001017435	GCA_001017435.1	Schlegelella brevitalea	Bacteria	Proteobacteria	1.736881
GCF_001017655	GCA_001017655.1	Kiritimatiella glycovorans	Bacteria	PVC group	1.347368
GCF_001017775	GCA_001017775.3	Pandoraea thiooxydans	Bacteria	Proteobacteria	0.9945301
GCF_001020955	GCA_001020955.1	Thioalkalivibrio versutus	Bacteria	Proteobacteria	1.449814
GCF_001020985	GCA_001020985.1	Corynebacterium mustelae	Bacteria	Terrabacteria group	1.945269
GCF_001021025	GCA_001021025.1	Corynebacterium epidermidicanis	Bacteria	Terrabacteria group	1.660281
GCF_001021045	GCA_001021045.1	Corynebacterium testudinoris	Bacteria	Terrabacteria group	1.251009
GCF_001021065	GCA_001021065.1	Corynebacterium uterequi	Bacteria	Terrabacteria group	1.242236
GCF_001021085	GCA_001021085.1	Candidatus Liberibacter africanus PTSAPSY	Bacteria	Proteobacteria	1.104418
GCF_001021915	GCA_001021915.1	Xanthomonas oryzae pv. oryzicola	Bacteria	Proteobacteria	0.8915732
GCF_001022135	GCA_001022135.1	Phytobacter ursingii	Bacteria	Proteobacteria	1.042572
GCF_001025155	GCA_001025155.1	Bifidobacterium angulatum DSM 20098 = JCM 7096	Bacteria	Terrabacteria group	1.964637
GCF_001025195	GCA_001025195.1	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	Bacteria	Terrabacteria group	1.278928
GCF_001027285	GCA_001027285.1	Archangium gephyra	Bacteria	Proteobacteria	4.865544
GCF_001027545	GCA_001027545.1	Endomicrobium proavitum	Bacteria	Elusimicrobia	3.016591
GCF_001028625	GCA_001028625.1	Pelagerythrobacter marensis	Bacteria	Proteobacteria	0.86629
GCF_001028665	GCA_001028665.1	Burkholderia pyrrocinia	Bacteria	Proteobacteria	1.53824
GCF_001028705	GCA_001028705.1	Croceicoccus naphthovorans	Bacteria	Proteobacteria	0.7358953
GCF_001029105	GCA_001029105.3	Pandoraea faecigallinarum	Bacteria	Proteobacteria	1.329732
GCF_001029245	GCA_001029245.1	Spiroplasma atrichopogonis	Bacteria	Terrabacteria group	0.562701
GCF_001029265	GCA_001029265.1	Spiroplasma eriocheiris	Bacteria	Terrabacteria group	0.9136213
GCF_001038625	GCA_001038625.1	Clostridium carboxidivorans P7	Bacteria	Terrabacteria group	2.124312
GCF_001042635	GCA_001042635.1	Bifidobacterium scardovii JCM 12489 = DSM 13734	Bacteria	Terrabacteria group	1.183673
GCF_001042675	GCA_001042675.1	Parascardovia denticolens DSM 10105 = JCM 12538	Bacteria	Terrabacteria group	0.8807588
GCF_001042695	GCA_001042695.1	Scardovia inopinata JCM 12537	Bacteria	Terrabacteria group	1.282051
GCF_001042715	GCA_001042715.1	Clostridium aceticum	Bacteria	Terrabacteria group	1.707577
GCF_001043175	GCA_001043175.1	Marinobacter psychrophilus	Bacteria	Proteobacteria	0.7672634
GCF_001050115	GCA_001050115.1	Bacillus smithii	Bacteria	Terrabacteria group	0.9005888
GCF_001050135	GCA_001050135.1	Cyclobacterium amurskyense	Bacteria	FCB group	1.656879
GCF_001050435	GCA_001050435.1	Levilactobacillus koreensis	Bacteria	Terrabacteria group	1.087801
GCF_001050475	GCA_001050475.1	Companilactobacillus ginsenosidimutans	Bacteria	Terrabacteria group	1.164191
GCF_001051995	GCA_001051995.2	Thauera humireducens	Bacteria	Proteobacteria	1.20989
GCF_001077815	GCA_001077815.2	Aurantiacibacter atlanticus	Bacteria	Proteobacteria	0.7232084
GCF_001078055	GCA_001078055.1	Rufibacter radiotolerans	Bacteria	FCB group	2.217584
GCF_001186155	GCA_001186155.3	Planococcus versutus	Bacteria	Terrabacteria group	1.266624
